product_name,tech_name,activity,actual_activity,procedure,volume,final_volume,filled_datetime,dispense_time,activity_error,container,QS
Medronate Tc-99m,Timothy Hunter,25.0,25.39,"Unidose, Medronate",0.563,0.554,2024-10-16 09:10:01,140.0,1.5600000000000023,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,25.794,"Unidose, Medronate",0.532,0.515,2024-10-17 07:32:26,,3.176000000000002,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,25.139,"Unidose, Medronate",0.581,0.578,2024-10-17 07:35:52,206.0,0.5559999999999974,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,25.842,"Unidose, Medronate",0.947,0.916,2024-10-17 07:38:47,175.0,3.3679999999999954,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,25.845,"Unidose, Medronate",1.003,0.97,2024-10-17 07:40:43,116.0,3.3799999999999955,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,21.502,"Unidose, Medronate",0.663,0.617,2024-10-17 07:42:44,121.0,7.5099999999999945,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.775,"Unidose, Medronate",0.719,0.692,2024-10-17 07:45:32,168.0,3.874999999999993,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,21.079,"Unidose, Medronate",0.772,0.733,2024-10-17 07:47:04,92.0,5.395000000000003,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.158,"Unidose, Medronate",0.782,0.776,2024-10-17 07:48:44,100.0,0.7900000000000064,3cc,0
Medronate Tc-99m,Timothy Hunter,22.0,22.413,"Unidose, Medronate",0.581,0.8,2024-10-17 07:54:27,343.0,1.8772727272727285,3cc,1
Medronate Tc-99m,Timothy Hunter,22.0,23.248,"Unidose, Medronate",0.639,0.8,2024-10-17 08:00:45,378.0,5.672727272727278,3cc,1
Medronate Tc-99m,Timothy Hunter,22.0,22.904,"Unidose, Medronate",0.629,0.8,2024-10-17 08:03:49,184.0,4.1090909090909085,3cc,1
Sestamibi Tc-99m,Timothy Hunter,20.0,20.879,"Unidose, Sestamibi effort",0.47,0.45,2024-10-17 08:22:48,,4.395000000000007,3cc,0
Sestamibi Tc-99m,Timothy Hunter,20.0,21.048,"Unidose, Sestamibi effort",0.532,0.505,2024-10-17 08:26:19,211.0,5.239999999999991,3cc,0
Sestamibi Tc-99m,Timothy Hunter,20.0,20.837,"Unidose, Sestamibi effort",0.542,0.52,2024-10-17 08:29:01,162.0,4.184999999999999,3cc,0
Sestamibi Tc-99m,Timothy Hunter,20.0,20.861,"Unidose, Sestamibi effort",0.575,0.551,2024-10-17 08:33:06,245.0,4.305000000000003,3cc,0
Sestamibi Tc-99m,Timothy Hunter,20.0,20.95,"Unidose, Sestamibi effort",0.577,0.551,2024-10-17 08:36:35,209.0,4.7499999999999964,3cc,0
MAA Tc-99m,Timothy Hunter,8.0,8.208,"Unidose, MAA",0.443,1.0,2024-10-17 08:49:45,,2.6000000000000023,3cc,1
MAA Tc-99m,Timothy Hunter,8.0,8.056,"Unidose, MAA",0.474,1.0,2024-10-17 08:56:06,381.0,0.6999999999999895,3cc,1
MAA Tc-99m,Timothy Hunter,7.0,7.639,"Unidose, MAA",0.45,0.412,2024-10-17 09:02:19,373.0,9.128571428571432,3cc,0
MAA Tc-99m,Timothy Hunter,12.0,12.279,"Unidose, MAA",0.766,0.749,2024-10-17 09:05:43,204.0,2.3249999999999993,3cc,0
MAA Tc-99m,Timothy Hunter,12.0,12.415,"Unidose, MAA",0.775,0.749,2024-10-17 09:09:41,238.0,3.4583333333333264,3cc,0
MAA Tc-99m,Timothy Hunter,12.0,12.084,"Unidose, MAA",0.754,0.749,2024-10-17 09:15:06,325.0,0.6999999999999968,3cc,0
MAA Tc-99m,Timothy Hunter,12.0,12.379,"Unidose, MAA",0.754,0.749,2024-10-17 09:15:06,,3.1583333333333297,3cc,0
MAA Tc-99m,Timothy Hunter,12.0,12.182,"Unidose, MAA",0.76,0.749,2024-10-17 09:20:03,297.0,1.5166666666666697,3cc,0
MAA Tc-99m,Timothy Hunter,12.0,12.397,"Unidose, MAA",0.773,0.749,2024-10-17 09:24:33,270.0,3.3083333333333353,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.924,"Unidose, Medronate",0.481,0.46,2024-10-17 09:39:46,,4.619999999999997,3cc,0
Medronate Tc-99m,Timothy Hunter,30.0,31.294,"Unidose, Medronate",0.68,0.652,2024-10-17 09:43:38,232.0,4.313333333333335,3cc,0
Medronate Tc-99m,Timothy Hunter,30.0,31.942,"Unidose, Medronate",0.825,0.774,2024-10-17 09:47:36,238.0,6.473333333333334,3cc,0
Medronate Tc-99m,Timothy Hunter,30.0,30.116,"Unidose, Medronate",0.823,0.82,2024-10-17 09:49:04,88.0,0.38666666666666555,3cc,0
Pyrophosphate Tc-99m,Timothy Hunter,20.0,21.845,"Unidose, Pyrophosphate",1.045,0.957,2024-10-18 08:07:15,,9.224999999999994,3cc,0
Tetrofosmin Tc-99m,Timothy Hunter,18.0,18.196,"Unidose, Tetrofosmin myocardique",0.749,0.741,2024-10-18 08:22:15,,1.0888888888888972,3cc,0
Tetrofosmin Tc-99m,Timothy Hunter,18.0,19.077,"Unidose, Tetrofosmin myocardique",0.832,0.785,2024-10-18 08:28:01,346.0,5.983333333333343,3cc,0
Tetrofosmin Tc-99m,Timothy Hunter,15.0,15.283,"Unidose, Tetrofosmin myocardique",0.748,0.734,2024-10-18 08:30:10,129.0,1.8866666666666632,3cc,0
Tetrofosmin Tc-99m,Timothy Hunter,15.0,15.069,"Unidose, Tetrofosmin myocardique",0.737,0.734,2024-10-18 08:32:10,120.0,0.4600000000000056,3cc,0
Tetrofosmin Tc-99m,Timothy Hunter,15.0,15.612,"Unidose, Tetrofosmin myocardique",0.809,0.778,2024-10-18 08:34:31,141.0,4.080000000000001,3cc,0
Tetrofosmin Tc-99m,Timothy Hunter,150.0,156.178,"Vial, Tetrofosmin myocardique",5.231,5.024,2024-10-18 08:50:53,982.0,4.118666666666665,10cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.488,"Unidose, Medronate",0.375,1.0,2024-10-18 09:00:16,,2.4399999999999977,3cc,1
Medronate Tc-99m,Timothy Hunter,20.0,20.058,"Unidose, Medronate",0.367,1.0,2024-10-18 09:02:21,125.0,0.28999999999999915,3cc,1
Medronate Tc-99m,Timothy Hunter,20.0,20.292,"Unidose, Medronate",0.468,0.461,2024-10-18 09:07:55,334.0,1.460000000000008,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,21.747,"Unidose, Medronate",0.531,0.489,2024-10-18 09:09:19,84.0,8.735,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,21.827,"Unidose, Medronate",0.753,0.69,2024-10-18 09:11:11,112.0,9.135000000000009,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,26.55,"Unidose, Medronate",0.546,0.514,2024-10-18 09:15:00,229.0,6.200000000000003,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.472,"Unidose, Medronate",0.472,0.461,2024-10-18 09:17:01,121.0,2.3600000000000065,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,21.665,"Unidose, Medronate",0.561,0.518,2024-10-18 09:18:22,81.0,8.324999999999996,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,10.8,"Unidose, Medronate",0.883,0.883,2024-10-18 09:25:39,437.0,,3cc,0
Medronate Tc-99m,Timothy Hunter,0.0,14.2,"Unidose, Medronate",0.883,0.883,2024-10-18 09:25:39,,,3cc,0
Medronate Tc-99m,Timothy Hunter,250.0,256.058,"Vial, Medronate",4.587,4.478,2024-10-18 09:30:44,305.0,2.4231999999999974,10cc,0
Medronate Tc-99m,Timothy Hunter,25.0,25.636,"Unidose, Medronate",0.916,0.894,2024-10-18 09:32:35,111.0,2.543999999999997,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,21.599,"Unidose, Medronate",0.613,0.568,2024-10-18 09:34:47,132.0,7.995000000000001,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.039,"Unidose, Medronate",0.638,0.637,2024-10-18 09:35:59,72.0,0.1950000000000074,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.204,"Unidose, Medronate",0.682,0.675,2024-10-18 09:37:12,73.0,1.0200000000000031,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.065,"Unidose, Medronate",0.717,0.715,2024-10-18 09:39:17,125.0,0.3250000000000064,3cc,0
Medronate Tc-99m,Timothy Hunter,15.0,15.428,"Unidose, Medronate",0.521,0.507,2024-10-21 02:06:16,,2.853333333333339,3cc,0
Medronate Tc-99m,Timothy Hunter,15.0,15.957,"Unidose, Medronate",0.539,0.507,2024-10-21 02:08:50,154.0,6.380000000000005,3cc,0
Medronate Tc-99m,Timothy Hunter,15.0,15.773,"Unidose, Medronate",0.533,0.507,2024-10-21 02:10:20,90.0,5.1533333333333315,3cc,0
Medronate Tc-99m,Timothy Hunter,15.0,16.124,"Unidose, Medronate",0.545,0.507,2024-10-21 02:11:28,68.0,7.493333333333325,3cc,0
Medronate Tc-99m,Timothy Hunter,15.0,15.382,"Unidose, Medronate",0.52,0.507,2024-10-21 02:12:53,85.0,2.5466666666666646,3cc,0
Medronate Tc-99m,Timothy Hunter,15.0,16.347,"Unidose, Medronate",0.552,0.507,2024-10-21 02:14:40,107.0,8.98000000000001,3cc,0
Medronate Tc-99m,Timothy Hunter,15.0,15.819,"Unidose, Medronate",0.535,0.507,2024-10-21 02:15:58,78.0,5.460000000000006,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.679,"Unidose, Medronate",0.454,1.0,2024-10-21 02:20:40,282.0,3.3949999999999925,3cc,1
Medronate Tc-99m,Timothy Hunter,20.0,21.528,"Unidose, Medronate",0.648,1.0,2024-10-21 02:24:45,245.0,7.639999999999994,3cc,1
Medronate Tc-99m,Timothy Hunter,18.0,18.554,"Unidose, Medronate",0.627,0.608,2024-10-21 02:26:11,86.0,3.0777777777777695,3cc,0
Medronate Tc-99m,Timothy Hunter,18.0,19.066,"Unidose, Medronate",0.644,0.608,2024-10-21 02:28:22,131.0,5.922222222222216,3cc,0
Medronate Tc-99m,Timothy Hunter,17.0,18.246,"Unidose, Medronate",0.616,0.574,2024-10-21 02:30:01,99.0,7.329411764705875,3cc,0
Medronate Tc-99m,Timothy Hunter,17.0,17.906,"Unidose, Medronate",0.605,0.574,2024-10-21 02:31:36,95.0,5.329411764705876,3cc,0
Medronate Tc-99m,Timothy Hunter,17.0,17.784,"Unidose, Medronate",0.601,0.574,2024-10-21 02:33:08,92.0,4.611764705882346,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.983,"Unidose, Medronate",0.669,0.638,2024-10-21 02:34:42,94.0,4.915000000000003,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,21.58,"Unidose, Medronate",0.65,0.602,2024-10-21 02:38:32,230.0,7.8999999999999915,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.733,"Unidose, Medronate",0.468,0.452,2024-10-21 02:42:09,217.0,3.665000000000003,3cc,0
Medronate Tc-99m,Timothy Hunter,23.0,23.598,"Unidose, Medronate",0.775,0.755,2024-10-21 02:45:14,185.0,2.5999999999999956,3cc,0
Medronate Tc-99m,Timothy Hunter,23.0,24.495,"Unidose, Medronate",0.804,0.755,2024-10-21 02:49:54,280.0,6.500000000000004,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.508,"Unidose, Medronate",0.673,0.657,2024-10-21 02:51:30,96.0,2.5399999999999956,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,21.316,"Unidose, Medronate",0.7,0.657,2024-10-21 02:52:56,86.0,6.579999999999994,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,21.195,"Unidose, Medronate",0.696,0.657,2024-10-21 02:54:56,120.0,5.975000000000001,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,21.665,"Unidose, Medronate",0.711,0.657,2024-10-21 02:56:37,101.0,8.324999999999996,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,21.296,"Unidose, Medronate",0.66,0.62,2024-10-21 02:58:27,110.0,6.479999999999997,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.724,"Unidose, Medronate",0.681,0.657,2024-10-21 03:00:00,93.0,3.620000000000001,3cc,0
Medronate Tc-99m,Timothy Hunter,15.0,15.891,"Unidose, Medronate",0.414,0.391,2024-10-21 03:03:34,214.0,5.94,3cc,0
Medronate Tc-99m,Timothy Hunter,15.0,16.009,"Unidose, Medronate",0.418,0.391,2024-10-21 03:14:50,676.0,6.726666666666668,3cc,0
Medronate Tc-99m,Timothy Hunter,15.0,15.41,"Unidose, Medronate",0.405,0.391,2024-10-21 03:21:45,415.0,2.7333333333333343,3cc,0
Medronate Tc-99m,Timothy Hunter,15.0,15.53,"Unidose, Medronate",0.405,0.391,2024-10-21 03:21:45,,3.533333333333329,3cc,0
Medronate Tc-99m,Timothy Hunter,15.0,15.098,"Unidose, Medronate",0.394,0.391,2024-10-21 03:24:04,139.0,0.6533333333333383,3cc,0
Medronate Tc-99m,Timothy Hunter,15.0,15.784,"Unidose, Medronate",0.412,0.391,2024-10-21 03:26:14,130.0,5.226666666666671,3cc,0
Medronate Tc-99m,Timothy Hunter,15.0,15.043,"Unidose, Medronate",0.392,0.391,2024-10-21 03:27:41,87.0,0.28666666666666174,3cc,0
Medronate Tc-99m,Timothy Hunter,15.0,15.067,"Unidose, Medronate",0.393,0.391,2024-10-21 03:29:25,104.0,0.44666666666666777,3cc,0
Medronate Tc-99m,Timothy Hunter,15.0,15.661,"Unidose, Medronate",0.409,0.391,2024-10-21 03:32:52,207.0,4.406666666666664,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,27.033,"Unidose, Medronate",0.628,0.581,2024-10-21 03:35:25,153.0,8.132000000000005,3cc,0
Medronate Tc-99m,Timothy Hunter,14.931,19.87,"Unidose, Medronate",0.493,0.493,2024-10-21 03:51:14,949.0,,3cc,0
Medronate Tc-99m,Timothy Hunter,10.069,5.13,"Unidose, Medronate",0.493,0.493,2024-10-21 03:51:14,,,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,25.016,"Unidose, Medronate",0.485,0.484,2024-10-21 03:54:07,173.0,0.06399999999999295,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,27.112,"Unidose, Medronate",0.681,0.628,2024-10-21 03:57:35,208.0,8.447999999999993,3cc,0
Medronate Tc-99m,Timothy Hunter,30.0,32.613,"Unidose, Medronate",0.867,0.798,2024-10-21 04:00:09,154.0,8.709999999999999,3cc,0
Medronate Tc-99m,Timothy Hunter,30.0,32.441,"Unidose, Medronate",0.863,0.798,2024-10-21 04:01:41,92.0,8.136666666666676,3cc,0
Medronate Tc-99m,Timothy Hunter,30.0,31.951,"Unidose, Medronate",0.85,0.798,2024-10-21 04:03:33,112.0,6.503333333333335,3cc,0
Medronate Tc-99m,Timothy Hunter,22.0,22.539,"Unidose, Medronate",0.49,0.8,2024-10-21 04:11:07,454.0,2.450000000000007,3cc,1
Medronate Tc-99m,Timothy Hunter,22.0,22.801,"Unidose, Medronate",0.496,0.8,2024-10-21 04:14:03,176.0,3.6409090909090835,3cc,1
Medronate Tc-99m,Timothy Hunter,25.0,25.681,"Unidose, Medronate",0.683,0.8,2024-10-21 04:19:18,315.0,2.7240000000000038,3cc,1
Medronate Tc-99m,Timothy Hunter,30.0,31.73,"Unidose, Medronate",0.752,0.8,2024-10-21 04:21:59,161.0,5.7666666666666675,3cc,1
Medronate Tc-99m,Timothy Hunter,25.0,27.266,"Unidose, Medronate",0.646,0.593,2024-10-21 04:28:08,369.0,9.063999999999993,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,27.369,"Unidose, Medronate",0.649,0.593,2024-10-21 04:29:40,92.0,9.475999999999999,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,25.654,"Unidose, Medronate",0.574,0.559,2024-10-21 04:32:18,158.0,2.6159999999999997,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,25.721,"Unidose, Medronate",0.576,0.559,2024-10-21 04:33:58,100.0,2.8840000000000003,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,25.017,"Unidose, Medronate",0.56,0.559,2024-10-21 04:36:33,155.0,0.06799999999999784,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,10.9,"Unidose, Medronate",0.45,0.45,2024-10-21 04:43:00,387.0,,3cc,0
Medronate Tc-99m,Timothy Hunter,0.0,9.1,"Unidose, Medronate",0.45,0.45,2024-10-21 04:43:00,,,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,21.19,"Unidose, Medronate",0.475,0.448,2024-10-21 04:47:21,261.0,5.950000000000006,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,25.137,"Unidose, Medronate",0.411,0.408,2024-10-21 04:52:08,287.0,0.5480000000000018,3cc,0
Medronate Tc-99m,Timothy Hunter,0.0,15.6,"Unidose, Medronate",0.409,0.409,2024-10-21 04:56:32,264.0,,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,9.4,"Unidose, Medronate",0.409,0.409,2024-10-21 04:56:32,,,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,27.12,"Unidose, Medronate",0.457,0.421,2024-10-21 04:59:28,176.0,8.480000000000004,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,26.603,"Unidose, Medronate",0.462,0.434,2024-10-21 05:01:31,123.0,6.412000000000006,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,21.465,"Unidose, Medronate",0.722,0.673,2024-10-21 05:05:49,258.0,7.324999999999999,3cc,0
Sestamibi Tc-99m,Timothy Hunter,15.0,15.002,"Unidose, Sestamibi myocardique",0.502,0.8,2024-10-21 05:20:33,,0.013333333333337787,3cc,1
Sestamibi Tc-99m,Timothy Hunter,15.0,15.474,"Unidose, Sestamibi myocardique",0.518,0.8,2024-10-21 05:23:08,155.0,3.160000000000001,3cc,1
Sestamibi Tc-99m,Timothy Hunter,15.0,15.54,"Unidose, Sestamibi myocardique",0.52,0.8,2024-10-21 05:25:57,169.0,3.5999999999999943,3cc,1
Sestamibi Tc-99m,Timothy Hunter,15.0,16.285,"Unidose, Sestamibi myocardique",0.545,0.8,2024-10-21 05:28:46,169.0,8.566666666666668,3cc,1
Sestamibi Tc-99m,Timothy Hunter,15.0,15.974,"Unidose, Sestamibi myocardique",0.45,0.8,2024-10-21 05:33:30,284.0,6.493333333333334,3cc,1
Sestamibi Tc-99m,Timothy Hunter,15.0,16.363,"Unidose, Sestamibi myocardique",0.46,0.8,2024-10-21 05:38:26,296.0,9.086666666666664,3cc,1
Sestamibi Tc-99m,Timothy Hunter,15.0,16.082,"Unidose, Sestamibi myocardique",0.453,0.8,2024-10-21 05:41:30,184.0,7.213333333333338,3cc,1
Sestamibi Tc-99m,Timothy Hunter,15.0,15.554,"Unidose, Sestamibi myocardique",0.438,0.8,2024-10-21 05:46:04,274.0,3.693333333333335,3cc,1
Medronate Tc-99m,Timothy Hunter,22.0,22.095,"Unidose, Medronate",0.597,0.8,2024-10-21 07:35:43,,0.4318181818181766,3cc,1
Medronate Tc-99m,Timothy Hunter,22.0,22.247,"Unidose, Medronate",0.637,0.8,2024-10-21 07:40:43,300.0,1.1227272727272724,3cc,1
Medronate Tc-99m,Timothy Hunter,22.0,22.378,"Unidose, Medronate",0.678,0.8,2024-10-21 07:43:01,138.0,1.7181818181818187,3cc,1
Medronate Tc-99m,Timothy Hunter,22.0,22.589,"Unidose, Medronate",0.685,0.8,2024-10-21 07:45:17,136.0,2.677272727272721,3cc,1
Medronate Tc-99m,Timothy Hunter,22.0,23.234,"Unidose, Medronate",0.704,0.8,2024-10-21 07:47:43,146.0,5.609090909090917,3cc,1
Medronate Tc-99m,Timothy Hunter,22.0,22.852,"Unidose, Medronate",0.723,0.8,2024-10-21 07:54:02,379.0,3.8727272727272744,3cc,1
Medronate Tc-99m,Timothy Hunter,22.0,22.521,"Unidose, Medronate",0.723,0.8,2024-10-21 07:54:02,,2.3681818181818217,3cc,1
Medronate Tc-99m,Timothy Hunter,25.0,26.011,"Unidose, Medronate",0.993,0.954,2024-10-21 07:56:20,138.0,4.043999999999997,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,25.702,"Unidose, Medronate",1.039,1.011,2024-10-21 07:58:30,130.0,2.808000000000007,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.652,"Unidose, Medronate",0.626,0.606,2024-10-21 08:00:00,90.0,3.260000000000005,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.228,"Unidose, Medronate",0.649,0.642,2024-10-21 08:01:27,87.0,1.1400000000000077,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.174,"Unidose, Medronate",0.648,0.642,2024-10-21 08:03:02,95.0,0.8699999999999976,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.721,"Unidose, Medronate",0.746,0.721,2024-10-21 08:05:53,171.0,3.6050000000000004,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.314,"Unidose, Medronate",0.732,0.721,2024-10-21 08:08:22,149.0,1.5700000000000003,3cc,0
Medronate Tc-99m,Timothy Hunter,250.0,251.82,"Vial, Medronate",5.006,4.97,2024-10-21 08:16:50,508.0,0.7279999999999973,10cc,0
Medronate Tc-99m,Timothy Hunter,20.0,21.78,"Unidose, Medronate",0.816,0.749,2024-10-21 08:19:04,134.0,8.900000000000006,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.892,"Unidose, Medronate",0.829,0.793,2024-10-21 08:20:40,96.0,4.459999999999997,3cc,0
Medronate Tc-99m,Timothy Hunter,30.0,30.344,"Unidose, Medronate",0.852,0.842,2024-10-21 08:22:11,91.0,1.1466666666666707,3cc,0
Medronate Tc-99m,Timothy Hunter,30.0,31.681,"Unidose, Medronate",1.186,1.124,2024-10-21 08:25:25,194.0,5.603333333333336,3cc,0
Medronate Tc-99m,Timothy Hunter,29.653,26.85,"Unidose, Medronate",1.125,1.125,2024-10-21 08:30:59,334.0,,3cc,0
Medronate Tc-99m,Timothy Hunter,0.347,3.15,"Unidose, Medronate",1.125,1.125,2024-10-21 08:30:59,,,3cc,0
Medronate Tc-99m,Timothy Hunter,30.0,30.688,"Unidose, Medronate",1.163,1.137,2024-10-21 08:34:13,194.0,2.2933333333333294,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.646,"Unidose, Medronate",0.523,0.507,2024-10-21 08:38:41,268.0,3.2300000000000035,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.255,"Unidose, Medronate",0.725,0.716,2024-10-21 08:41:01,140.0,1.274999999999995,3cc,0
Medronate Tc-99m,Timothy Hunter,20.0,20.571,"Unidose, Medronate",0.492,0.478,2024-10-21 08:42:29,88.0,2.8550000000000075,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,25.216,"Unidose, Medronate",0.507,0.503,2024-10-21 08:43:49,80.0,0.8640000000000043,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,25.891,"Unidose, Medronate",0.521,0.503,2024-10-21 08:45:49,120.0,3.563999999999993,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,25.144,"Unidose, Medronate",0.506,0.503,2024-10-21 08:47:15,86.0,0.5759999999999934,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,10.7,"Unidose, Medronate",0.534,0.534,2024-10-21 08:54:37,442.0,,3cc,0
Medronate Tc-99m,Timothy Hunter,0.0,14.3,"Unidose, Medronate",0.534,0.534,2024-10-21 08:54:37,,,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,26.042,"Unidose, Medronate",0.558,0.536,2024-10-21 08:57:05,148.0,4.168000000000006,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,25.63,"Unidose, Medronate",0.55,0.536,2024-10-21 08:58:27,82.0,2.519999999999996,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,25.366,"Unidose, Medronate",0.576,0.568,2024-10-21 09:00:04,97.0,1.4639999999999986,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,25.607,"Unidose, Medronate",0.582,0.568,2024-10-21 09:01:35,91.0,2.4279999999999973,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,25.997,"Unidose, Medronate",0.59,0.568,2024-10-21 09:03:02,87.0,3.988,3cc,0
Medronate Tc-99m,Timothy Hunter,25.0,26.63,"Unidose, Medronate",0.571,0.536,2024-10-21 09:05:43,161.0,6.519999999999997,3cc,0
